id_inmueble,consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,superficie_m2,categoria
VIV-00278,273.24,True,32,Casa,6,64,Eficiente
VIV-00279,265.73,True,28,Casa,12,97,Eficiente
VIV-00280,341.01,True,32,Casa,6,106,Moderado
VIV-00281,233.5,True,18,Casa,6,91,Eficiente
VIV-00282,418.21,True,26,Casa,6,137,Ineficiente
VIV-00283,355.84,True,15,Casa,6,111,Moderado
VIV-00284,412.68,True,29,Casa,6,116,Ineficiente
VIV-00285,214.7,True,12,Casa,6,84,Eficiente
VIV-00286,317.03,True,30,Casa,6,67,Moderado
COM-00287,2261.14,True,51,Comercio,12,100,Moderado
COM-00288,2186.1,False,51,Comercio,12,122,Moderado
COM-00289,1627.79,True,42,Comercio,12,64,Ineficiente
COM-00290,2170.37,True,65,Comercio,12,165,Moderado
VIV-00291,326.63,True,31,Casa,12,99,Moderado
VIV-00292,294.54,True,23,Casa,12,94,Moderado
VIV-00293,270.41,True,30,Casa,6,74,Eficiente
VIV-00294,285.17,True,21,Casa,6,86,Moderado
COM-00295,2705.06,True,64,Comercio,12,142,Moderado
VIV-00296,224.1,True,14,Casa,6,99,Eficiente
VIV-00297,444.92,True,32,Casa,12,117,Ineficiente
VIV-00298,412.47,True,28,Casa,6,85,Ineficiente
COM-00299,1585.59,False,32,Comercio,12,86,Moderado
COM-00300,2066.36,False,46,Comercio,12,87,Ineficiente
VIV-00301,288.9,True,27,Casa,6,75,Moderado
VIV-00302,227.45,True,18,Casa,6,40,Eficiente
VIV-00303,392.23,True,24,Casa,6,103,Ineficiente
COM-00304,2884.61,False,48,Comercio,12,56,Ineficiente
VIV-00305,412.68,True,29,Casa,6,94,Ineficiente
COM-00306,2117.44,True,46,Comercio,12,128,Moderado
VIV-00307,394.65,True,22,Casa,12,96,Ineficiente
VIV-00308,380.75,True,23,Casa,6,60,Ineficiente
VIV-00309,310.32,True,31,Casa,6,94,Moderado
VIV-00310,294.0,True,31,Casa,6,98,Moderado
COM-00311,2186.23,False,36,Comercio,12,52,Ineficiente
VIV-00312,231.01,True,14,Casa,6,84,Eficiente
VIV-00313,244.48,True,21,Casa,6,102,Eficiente
COM-00314,2615.5,False,53,Comercio,12,138,Moderado
VIV-00315,233.19,True,12,Casa,12,107,Eficiente
COM-00316,2352.24,True,58,Comercio,12,194,Eficiente
VIV-00317,405.72,True,22,Casa,6,102,Ineficiente
VIV-00318,260.81,True,21,Casa,6,61,Eficiente
VIV-00319,416.45,True,28,Casa,6,95,Ineficiente
VIV-00320,227.29,True,14,Casa,12,98,Eficiente
VIV-00321,230.72,True,17,Casa,12,98,Eficiente
VIV-00322,255.74,True,18,Casa,6,73,Eficiente
COM-00323,1892.34,True,35,Comercio,12,190,Eficiente
VIV-00324,249.95,True,21,Casa,12,65,Eficiente
COM-00325,1754.66,True,63,Comercio,12,200,Eficiente
VIV-00326,275.91,True,28,Casa,6,83,Eficiente
VIV-00327,250.52,True,24,Casa,6,110,Eficiente
VIV-00328,321.67,True,31,Casa,6,58,Moderado
COM-00329,2009.54,False,44,Comercio,12,140,Moderado
VIV-00330,239.69,True,18,Casa,6,107,Eficiente
VIV-00331,407.15,True,21,Casa,6,101,Ineficiente
VIV-00332,434.2,True,26,Casa,6,87,Ineficiente
VIV-00333,369.88,True,14,Casa,12,67,Moderado
VIV-00334,343.26,True,12,Casa,12,85,Moderado
VIV-00335,302.4,True,32,Casa,6,87,Moderado
VIV-00336,397.31,True,21,Casa,6,109,Ineficiente
VIV-00337,304.49,True,29,Casa,6,58,Moderado
COM-00338,1149.87,True,43,Comercio,12,115,Eficiente
COM-00339,1585.97,True,63,Comercio,12,191,Eficiente
VIV-00340,261.38,True,23,Casa,6,74,Eficiente
VIV-00341,237.06,True,20,Casa,6,52,Eficiente
VIV-00342,349.94,True,17,Casa,6,126,Moderado
VIV-00343,373.69,True,25,Casa,12,80,Ineficiente
COM-00344,911.02,False,30,Comercio,12,133,Eficiente
VIV-00345,444.33,True,31,Casa,6,64,Ineficiente
VIV-00346,408.55,True,29,Casa,6,134,Ineficiente
VIV-00347,389.01,True,25,Casa,6,88,Ineficiente
VIV-00348,403.07,True,32,Casa,12,60,Ineficiente
VIV-00349,224.49,True,13,Casa,12,97,Eficiente
VIV-00350,332.03,True,30,Casa,6,59,Moderado
COM-00351,2001.29,True,46,Comercio,12,149,Moderado
VIV-00352,350.62,True,17,Casa,6,40,Moderado
VIV-00353,413.43,True,25,Casa,6,89,Ineficiente
VIV-00354,265.73,True,28,Casa,6,129,Eficiente
VIV-00355,417.68,True,25,Casa,6,75,Ineficiente
VIV-00356,391.46,True,32,Casa,6,40,Ineficiente
VIV-00357,267.04,True,23,Casa,6,125,Eficiente
VIV-00358,336.83,True,12,Casa,6,82,Moderado
VIV-00359,349.36,True,13,Casa,6,147,Moderado
VIV-00360,347.71,True,15,Casa,12,87,Moderado
COM-00361,1671.35,False,62,Comercio,12,129,Moderado
VIV-00362,369.5,True,23,Casa,6,101,Moderado
VIV-00363,275.57,True,24,Casa,6,131,Eficiente
COM-00364,2704.22,True,50,Comercio,12,183,Moderado
VIV-00365,365.44,True,23,Casa,12,82,Moderado
VIV-00366,422.06,True,28,Casa,6,68,Ineficiente
VIV-00367,393.05,True,26,Casa,6,101,Ineficiente
VIV-00368,295.8,True,28,Casa,6,127,Moderado
VIV-00369,224.24,True,13,Casa,6,53,Eficiente
VIV-00370,362.18,True,13,Casa,6,55,Moderado
VIV-00371,369.66,True,24,Casa,6,87,Moderado
COM-00372,2250.4,False,42,Comercio,12,187,Eficiente
VIV-00373,238.0,True,17,Casa,6,85,Eficiente
VIV-00374,298.49,True,28,Casa,12,111,Moderado
COM-00375,1349.65,True,33,Comercio,12,200,Eficiente
COM-00376,2347.38,True,53,Comercio,12,120,Moderado
COM-00377,2746.51,False,55,Comercio,12,152,Moderado
VIV-00378,288.9,True,27,Casa,12,101,Moderado
COM-00379,1724.68,True,42,Comercio,12,182,Eficiente
VIV-00380,352.28,True,13,Casa,6,86,Moderado
VIV-00381,367.61,True,14,Casa,12,107,Moderado
VIV-00382,426.69,True,32,Casa,6,72,Ineficiente
VIV-00383,379.36,True,28,Casa,6,91,Ineficiente
VIV-00384,213.45,True,13,Casa,6,89,Eficiente
COM-00385,3341.61,False,69,Comercio,12,155,Moderado
COM-00386,2257.74,False,51,Comercio,12,47,Ineficiente
VIV-00387,298.12,True,27,Casa,6,101,Moderado
VIV-00388,379.02,True,21,Casa,6,76,Ineficiente
COM-00389,2440.87,False,69,Comercio,12,200,Eficiente
VIV-00390,240.63,True,21,Casa,12,62,Eficiente
VIV-00391,370.37,True,14,Casa,6,97,Moderado
VIV-00392,271.3,True,26,Casa,12,68,Eficiente
COM-00393,3311.51,False,49,Comercio,12,97,Ineficiente
VIV-00394,384.23,True,17,Casa,12,92,Ineficiente
VIV-00395,341.39,True,13,Casa,12,110,Moderado
VIV-00396,376.28,True,25,Casa,6,71,Ineficiente
COM-00397,1450.1,False,42,Comercio,12,134,Eficiente
VIV-00398,420.35,True,32,Casa,12,112,Ineficiente
VIV-00399,341.06,True,12,Casa,6,47,Moderado
VIV-00400,324.27,True,32,Casa,12,84,Moderado
VIV-00401,233.33,True,20,Casa,6,93,Eficiente
VIV-00402,324.97,True,30,Casa,6,136,Moderado
VIV-00403,407.21,True,29,Casa,6,125,Ineficiente
COM-00404,881.66,False,35,Comercio,12,158,Eficiente
COM-00405,902.63,True,39,Comercio,12,64,Moderado
COM-00406,1785.01,True,56,Comercio,12,69,Ineficiente
VIV-00407,235.78,True,17,Casa,12,73,Eficiente
COM-00408,2268.49,True,36,Comercio,12,83,Ineficiente
VIV-00409,362.52,True,21,Casa,6,72,Moderado
COM-00410,2752.55,False,40,Comercio,12,111,Ineficiente
VIV-00411,252.32,True,17,Casa,6,107,Eficiente
VIV-00412,432.5,True,32,Casa,6,70,Ineficiente
VIV-00413,401.63,True,25,Casa,6,111,Ineficiente
VIV-00414,420.97,True,31,Casa,12,113,Ineficiente
VIV-00415,388.85,True,19,Casa,6,56,Ineficiente
VIV-00416,263.74,True,18,Casa,6,140,Eficiente
VIV-00417,246.48,True,19,Casa,6,74,Eficiente
VIV-00418,247.25,True,25,Casa,6,92,Eficiente
VIV-00419,388.22,True,20,Casa,12,117,Ineficiente
VIV-00420,418.46,True,32,Casa,6,119,Ineficiente
COM-00421,1683.79,True,45,Comercio,12,138,Eficiente
VIV-00422,415.43,True,23,Casa,12,74,Ineficiente
VIV-00423,345.5,True,16,Casa,6,83,Moderado
VIV-00424,390.7,True,31,Casa,6,100,Ineficiente
VIV-00425,250.98,True,23,Casa,6,95,Eficiente
VIV-00426,383.54,True,26,Casa,12,104,Ineficiente
VIV-00427,420.58,True,29,Casa,12,71,Ineficiente
COM-00428,2312.91,False,50,Comercio,12,97,Ineficiente
VIV-00429,233.56,True,19,Casa,6,41,Eficiente
VIV-00430,244.49,True,17,Casa,12,51,Eficiente
COM-00431,2245.61,True,38,Comercio,12,49,Ineficiente
VIV-00432,226.8,True,18,Casa,6,113,Eficiente
VIV-00433,434.3,True,26,Casa,12,75,Ineficiente
VIV-00434,269.53,True,21,Casa,6,73,Eficiente
VIV-00435,441.95,True,32,Casa,6,76,Ineficiente
VIV-00436,276.85,True,28,Casa,12,67,Moderado
VIV-00437,354.26,True,16,Casa,12,52,Moderado
VIV-00438,212.44,True,12,Casa,6,65,Eficiente
VIV-00439,427.61,True,26,Casa,6,90,Ineficiente
VIV-00440,303.87,True,25,Casa,6,93,Moderado
COM-00441,1383.43,False,30,Comercio,12,46,Ineficiente
VIV-00442,375.77,True,21,Casa,6,71,Ineficiente
VIV-00443,390.83,True,31,Casa,12,75,Ineficiente
VIV-00444,274.47,True,25,Casa,12,114,Eficiente
VIV-00445,257.08,True,28,Casa,6,76,Eficiente
VIV-00446,374.67,True,22,Casa,12,106,Ineficiente
VIV-00447,391.05,True,27,Casa,6,108,Ineficiente
VIV-00448,225.45,True,14,Casa,6,75,Eficiente
COM-00449,2231.96,True,60,Comercio,12,176,Eficiente
COM-00450,1492.55,False,58,Comercio,12,117,Eficiente
VIV-00451,422.8,True,30,Casa,12,73,Ineficiente
COM-00452,2487.96,True,54,Comercio,12,40,Ineficiente
VIV-00453,315.11,True,28,Casa,6,101,Moderado
VIV-00454,306.07,True,30,Casa,6,82,Moderado
VIV-00455,372.17,True,18,Casa,12,94,Ineficiente
COM-00456,2583.48,False,61,Comercio,12,114,Moderado
COM-00457,1697.27,False,65,Comercio,12,185,Eficiente
VIV-00458,383.29,True,27,Casa,12,79,Ineficiente
VIV-00459,380.75,True,24,Casa,12,109,Ineficiente
VIV-00460,370.06,True,17,Casa,6,141,Moderado
VIV-00461,380.73,True,25,Casa,12,52,Ineficiente
VIV-00462,414.54,True,32,Casa,12,95,Ineficiente
VIV-00463,364.75,True,14,Casa,6,70,Moderado
VIV-00464,344.21,True,12,Casa,12,110,Moderado
VIV-00465,275.25,True,19,Casa,6,106,Eficiente
VIV-00466,369.67,True,14,Casa,6,94,Moderado
VIV-00467,256.03,True,18,Casa,6,85,Eficiente
COM-00468,2313.18,True,73,Comercio,12,124,Moderado
COM-00469,2810.95,False,50,Comercio,12,89,Ineficiente
VIV-00470,214.98,True,13,Casa,6,66,Eficiente
VIV-00471,286.09,True,27,Casa,12,84,Moderado
VIV-00472,383.92,True,20,Casa,6,115,Ineficiente
COM-00473,3289.99,False,57,Comercio,12,185,Moderado
VIV-00474,394.2,True,19,Casa,12,68,Ineficiente
